 -> 1
1-inch-diameter -> 9
1-kilometer -> 105
1-kilometer-diameter -> 1
1-largest -> 1
1-liter -> 95
1-meter -> 203
1-meter-by-1-meter -> 2
1-meter-by-2-meter -> 1
1-micrometer -> 1
1-miler -> 1
1-millimeter -> 8
1-million-cubic-meter -> 1
1-million-guilder -> 1
1-million-liter -> 1
1-million-member -> 14
1-million-per -> 1
1-million-square-kilometer -> 1
1-million-square-meter -> 1
1-mmeter -> 1
1-never -> 1
1-ovcer -> 1
1-over -> 325
1-per -> 1
1-per-liter -> 1
1-per-order -> 1
1-per-semester -> 1
1-person-power -> 1
1-peter -> 1
1-pointer -> 3
1-roger -> 4
1-sander -> 1
1-square-centimeter -> 1
1-square-kilometer -> 4
1-square-meter -> 3
1-to-2-meter -> 1
1-truck-1-driver -> 1
1-turnover -> 2
1-under -> 355
1-yarder -> 11
1-year-older -> 1
1.,600-meter -> 1
1.-meter -> 1
1.0-kilometer -> 1
1.0-liter -> 28
1.01-per -> 1
1.016-centimeter -> 1
1.02-meter -> 2
1.05-liter -> 1
1.056-kilometer -> 1
1.06-kilometer -> 3
1.06-meter -> 4
1.067-meter -> 1
1.07-meter -> 2
1.08-square-meter -> 1
1.09-meter -> 1
1.1-billion-kroner -> 1
1.1-billion-member -> 1
1.1-centimeter -> 1
1.1-kilometer -> 14
1.1-liter -> 10
1.1-meter -> 6
1.1-million-member -> 16
1.1-million-membersmaller -> 1
1.10-meter -> 2
1.100-square-kilometer -> 1
1.12-meter -> 2
1.12-million-square-meter -> 1
1.13-cents-per-liter -> 1
1.14-centimeter -> 1
1.15-meter -> 1
1.17-meter -> 2
1.19-meter -> 1
1.1x1.3-meter -> 1
1.2-billion-consumer -> 1
1.2-centimeter -> 2
1.2-kilometer -> 50
1.2-liter -> 21
1.2-meter -> 135
1.2-meter1,920-kilometer -> 1
1.2-million-character -> 1
1.2-million-member -> 16
1.2-million-square-kilometer -> 1
1.2-million-square-meter -> 1
1.2-million-subscriber -> 1
1.2-per -> 1
1.2-square-kilometer -> 1
1.20-kilometer -> 1
1.20-meter -> 2
1.207-kilometer -> 1
1.21-kilometer -> 2
1.22-meter -> 18
1.24-billion-cubic-meter -> 1
1.24-meter -> 2
1.25-centimeter -> 4
1.25-kilometer -> 2
1.25-liter -> 3
1.25-meter -> 3
1.25-meter-by-5-meter -> 1
1.25-millimeter -> 1
1.25-million-liter -> 1
1.26-square-kilometer -> 1
1.27-centimeter -> 1
1.27-meter -> 6
1.27-millimeter -> 1
1.27-square-meter -> 1
1.28-square-kilometer -> 1
1.29-meter -> 2
1.3-centimeter -> 12
1.3-cylinder -> 1
1.3-inch-longer -> 1
1.3-kilometer -> 14
1.3-leter -> 1
1.3-liter -> 67
1.3-meter -> 32
1.3-meter-by-1-meter -> 1
1.3-million-liter -> 1
1.3-million-member -> 15
1.3-square-kilometer -> 7
1.30-meter -> 1
1.31-meter -> 1
1.32-meter -> 1
1.33-million-square-meter -> 1
1.35-centimeter -> 1
1.35-kilometer -> 3
1.35-meter -> 5
1.36-kilometer -> 2
1.36-liter -> 2
1.36-meter -> 1
1.37-meter -> 8
1.38-kilometer -> 7
1.39-meter -> 1
1.4-by-3-meter -> 1
1.4-centimeter -> 1
1.4-kilometer -> 21
1.4-liter -> 58
1.4-member -> 1
1.4-meter -> 25
1.4-million-member -> 36
1.40-meter -> 2
1.408-kilometer -> 1
1.42-kilometer -> 1
1.42-kilometerother -> 1
1.43-meter -> 3
1.44-kilometer -> 1
1.44-meter -> 2
1.45-kilometer -> 1
1.45-meter -> 6
1.45-square-meter -> 1
1.46-meter -> 2
1.468-kilometer -> 1
1.47-meter -> 4
1.48-meter -> 2
1.49-meter -> 3
1.5-by-1-meter -> 1
1.5-by-2-meter -> 3
1.5-by-4-meter -> 1
1.5-centimeter -> 3
1.5-horsepower -> 1
1.5-imeter -> 1
1.5-kilometer -> 119
1.5-kilometerlargest -> 1
1.5-liter -> 159
1.5-meter -> 178
1.5-meter-by-1-meter -> 1
1.5-meterbest -> 1
1.5-meterlatest -> 1
1.5-millimeter -> 1
1.5-million-candlepower -> 1
1.5-million-member -> 15
1.5-million-square-meter -> 1
1.5-per -> 1
1.5-square-kilometer -> 1
1.5-square-meter -> 3
1.50-centimeter -> 1
1.50-meter -> 9
1.50-per-passenger -> 1
1.500-meter -> 1
1.51-kilometer -> 1
1.51-meter -> 2
1.52-kilometer -> 2
1.52-meter -> 21
1.522-kiloemter -> 1
1.522-kilometer -> 2
1.53-meter -> 4
1.54-meter -> 2
1.55-kilometer -> 1
1.55-meter -> 14
1.56-meter -> 2
1.56-milimeter -> 1
1.56-millimeter -> 1
1.57-meter -> 15
1.58-centimeter -> 1
1.58-meter -> 13
1.59-meter -> 4
1.5x1.8-meter -> 1
1.6-gigabitper -> 1
1.6-kilometer -> 115
1.6-kilometerformer -> 1
1.6-kilomter -> 2
1.6-lilter -> 1
1.6-liter -> 171
1.6-member -> 1
1.6-meter -> 38
1.6-meterother -> 1
1.6-million-kilometer -> 1
1.6-million-member -> 11
1.6-million-square-foot-tower -> 1
1.6-million-square-kilometerformer -> 1
1.6-pounder -> 1
1.6-square-kilometer -> 1
1.60-guilder -> 1
1.60-meter -> 12
1.600-kilometer -> 1
1.609-kiloemter -> 1
1.609-kilometer -> 10
1.609-kilomter -> 1
1.61-kilometer -> 7
1.61-meter -> 2
1.62-kilometer -> 1
1.62-meter -> 14
1.625-kilometer -> 1
1.63-kilometer -> 1
1.63-meter -> 14
1.636-kilometer -> 2
1.64-kilometer -> 3
1.64-meter -> 8
1.65-meter -> 32
1.655-kilometer -> 1
1.656-kilometer -> 1
1.66-kilometer -> 6
1.66-meter -> 5
1.660-kilometer -> 4
1.67-centimeter -> 1
1.67-meter -> 7
1.672-kilometer -> 1
1.68-meter -> 33
1.68-square-kilometer -> 1
1.69-meter -> 5
1.7-kilometer -> 28
1.7-kiometer -> 1
1.7-liter -> 12
1.7-meter -> 45
1.7-million-member -> 7
1.7-square-kilometer -> 2
1.70-kilometer -> 2
1.70-meter -> 24
1.702-kilometer -> 2
1.71-kilometer -> 3
1.71-meter -> 7
1.72-meter -> 9
1.73-meter -> 19
1.74-liter -> 1
1.74-meter -> 5
1.75-horsepower -> 1
1.75-inch-diameter -> 1
1.75-kilometer -> 1
1.75-liter -> 12
1.75-meter -> 46
1.76-meter -> 14
1.77-kilometer -> 2
1.77-liter -> 1
1.77-meter -> 18
1.77-square-kilometer -> 1
1.770-kilometer -> 1
1.78-centimeter -> 1
1.78-kilometer -> 1
1.78-meter -> 39
1.79-meter -> 5
1.796-liter -> 1
1.8-by-2-meter -> 1
1.8-by-3-meter -> 1
1.8-diameter -> 1
1.8-inch-diameter -> 1
1.8-kilimeter -> 1
1.8-kilometer -> 23
1.8-liter -> 211
1.8-meter -> 159
1.8-meter-by-3-meter -> 2
1.8-meter-diameter -> 2
1.8-meter-tiger -> 1
1.8-meterother -> 1
1.8-million-member -> 12
1.8-million-worker -> 1
1.8-per -> 1
1.8-square-meter -> 1
1.80-guilder -> 1
1.80-meter -> 28
1.805-kilometer -> 1
1.81-kilometer -> 4
1.81-meter -> 11
1.82-kilometer -> 1
1.82-meter -> 24
1.83-meter -> 80
1.84-meter -> 3
1.85-kilometer -> 5
1.85-meter -> 68
1.850-kilometer -> 2
1.86-meter -> 28
1.87-meter -> 32
1.877-meter -> 1
1.88-meter -> 69
1.88-meterother -> 1
1.89-meter -> 18
1.89-square-kilometer -> 1
1.9-centimeter -> 3
1.9-kilometer -> 32
1.9-liter -> 49
1.9-meter -> 76
1.9-million-kilometer -> 1
1.9-million-kroner -> 1
1.9-million-member -> 4
1.9-square-kilometer -> 1
1.90-kilometer -> 1
1.90-meter -> 43
1.91-meter -> 39
1.914-kilometer -> 2
1.917-kilometer -> 1
1.918-kilometer -> 1
1.92-kilometer -> 1
1.92-meter -> 28
1.926-kilometer -> 1
1.93-centimeter -> 2
1.93-kilometer -> 1
1.93-meter -> 95
1.94-meter -> 14
1.95-kilometer -> 1
1.95-meter -> 49
1.96-centimeter -> 1
1.96-meter -> 82
1.97-meter -> 20
1.98-centimeter -> 1
1.98-meter -> 89
1.99-meter -> 8
1.995-meter -> 1
1.9x2.2-meter -> 1
10,00-cubic-meter -> 1
10,000-barrier -> 2
10,000-broiler -> 1
10,000-character -> 6
10,000-chinese-character -> 2
10,000-cubic-meter -> 1
10,000-fighter -> 1
10,000-follower -> 1
10,000-guilder -> 8
10,000-horsepower -> 3
10,000-kilometer -> 28
10,000-kroner -> 3
10,000-liter -> 9
10,000-member -> 176
10,000-meter -> 304
10,000-number -> 4
10,000-officer -> 13
10,000-order -> 1
10,000-per -> 4
10,000-per-guest -> 1
10,000-per-quarter -> 1
10,000-player -> 2
10,000-plus-square-kilometer -> 1
10,000-rider -> 1
10,000-seater -> 7
10,000-soldier -> 3
10,000-square-kilometer -> 15
10,000-square-meter -> 36
10,000-worker -> 3
10,080-square-meter -> 1
10,100-member -> 1
10,118-kilometer -> 1
10,125-square-meter -> 1
10,130-kilometer -> 1
10,192-horsepower -> 1
10,220-square-meter -> 1
10,227-member -> 1
10,240-square-kilometer -> 2
10,245-kilometer -> 2
10,250-kilometer -> 1
10,260-kilometer -> 1
10,300-kilometer -> 2
10,307-square-kilometer -> 2
10,378-kilometer -> 1
10,388-kilometer -> 1
10,422-meter -> 1
10,460-kilometer -> 1
10,500-kilometer -> 2
10,500-member -> 15
10,500-memberother -> 1
10,500-meter -> 2
10,500-officer -> 1
10,500-square-meter -> 1
10,570-square-meter -> 1
10,620-square-meter -> 2
10,698-meter -> 1
10,700-member -> 2
10,715-member -> 2
10,720-kilometer -> 2
10,800-kilometer -> 1
10,800-member -> 1
10,800-meter -> 1
10,800-square-meter -> 4
10,900-member -> 1
10,900-square-kilometer -> 1
10,980-square-meter -> 1
10,990-kilometer -> 1
10-10-whatever -> 1
10-a-passenger -> 1
10-a-subscriber -> 1
10-and-higher -> 1
10-and-older -> 1
10-and-over -> 1
10-and-under -> 28
10-barrier -> 1
10-batter -> 5
10-best -> 61
10-biggest -> 6
10-billion-kroner -> 1
10-burner -> 2
10-by-1-meter -> 1
10-by-10-centimeter -> 1
10-by-10-meter -> 1
10-by-13-centimeter -> 1
10-by-15-centimeter -> 5
10-by-2-meter -> 2
10-by-24-meter -> 1
10-by-27-meter -> 1
10-by-5-centimeter -> 1
10-by-50-kilometer -> 1
10-caliber -> 5
10-cent-a-customer -> 1
10-cent-beer -> 1
10-cent-per -> 1
10-center -> 2
10-centimer -> 2
10-centimeter -> 130
10-centimeter-by-15-centimeter -> 1
10-centimeter-by-18-centimeter -> 1
10-centimeter-diameter -> 3
10-chamber -> 1
10-chapter -> 12
10-character -> 6
10-computer -> 2
10-contest -> 1
10-cyclinder -> 1
10-cylinder -> 47
10-daler -> 1
10-dancer -> 1
10-denier -> 1
10-driver -> 27
10-feet-higher -> 1
10-finger -> 12
10-foot-diameter -> 9
10-foot-in-diameter -> 1
10-foot-ladder -> 1
10-foot-longer -> 1
10-footer -> 239
10-game-winner -> 1
10-gamer -> 3
10-games-over -> 1
10-grader -> 1
10-guest -> 2
10-guilder -> 3
10-handicapper -> 9
10-highest -> 1
10-homer -> 2
10-horsepower -> 19
10-hottest -> 1
10-inch-diameter -> 12
10-inch-in-diameter -> 1
10-inch-or-longer -> 1
10-incher -> 4
10-kilmeter -> 1
10-kilometer -> 506
10-kilometer-diameter -> 1
10-kilomter -> 8
10-kroner -> 3
10-largest -> 9
10-lawyer -> 6
10-layer -> 5
10-letter -> 9
10-liter -> 16
10-megabit-per -> 1
10-member -> 880
10-memberformer -> 1
10-memberother -> 1
10-memeber -> 1
10-memember -> 1
10-merter -> 1
10-meter -> 442
10-meter-by-15-meter -> 1
10-meter-by-6-meter -> 1
10-meter-diameter -> 2
10-meterother -> 1
10-microgram-per-cubic-meter -> 1
10-miler -> 4
10-milliliter -> 2
10-millimeter -> 7
10-million-buyer -> 1
10-million-candlepower -> 1
10-million-cubic-meter -> 1
10-million-customer -> 2
10-million-kroner -> 2
10-million-member -> 4
10-million-passenger -> 1
10-million-reader -> 1
10-million-subscriber -> 1
10-million-to-20-million-scanner -> 1
10-million-viewer -> 1
10-million-worker -> 1
10-minister -> 4
10-minuter -> 1
10-naira-per-liter -> 1
10-nder -> 1
10-number -> 4
10-officer -> 7
10-ouncer -> 2
10-over -> 188
10-owner -> 1
10-pager -> 1
10-partner -> 1
10-passenger -> 27
10-per -> 4
10-per-customer -> 1
10-per-passenger -> 3
10-per-semester -> 1
10-per-subscriber -> 1
10-per-voucher -> 1
10-percent-interest -> 1
10-player -> 71
10-plus-member -> 1
10-pointer -> 1
10-pound-test -> 3
10-pounder -> 15
10-power -> 8
10-publisher -> 1
10-quarter -> 5
10-richest -> 1
10-rider -> 3
10-rounder -> 25
10-runner -> 3
10-seater -> 26
10-semester -> 1
10-server -> 1
10-singerfaster -> 1
10-soldier -> 3
10-speaker -> 66
10-speaker-plus-subwoofer -> 1
10-speeder -> 1
10-square-centimeter -> 2
10-square-kilometer -> 26
10-square-meter -> 22
10-taxpayer -> 1
10-teacher -> 2
10-test -> 14
10-theater -> 1
10-tier -> 1
10-times-faster -> 1
10-times-greater -> 1
10-times-larger -> 2
10-to-15-character -> 1
10-to-19-kilometer -> 1
10-to-26-centimeter -> 1
10-to-the-20th-power -> 1
10-to-the-64th-power -> 1
10-tower -> 1
10-turnover -> 3
10-under -> 441
10-user -> 4
10-volunteer -> 1
10-voter -> 1
10-water -> 1
10-wheeler -> 25
10-yaer -> 1
10-yarder -> 11
10-yards-shorter -> 1
10-year-after -> 1
10-year-career -> 4
10-year-old-daughter -> 1
10-year-younger -> 1
10-years-after -> 2
10-years-and-under -> 1
10-years-older -> 1
10-years-younger -> 1
10-yer -> 3
10.06-meter -> 2
10.1-kilometer -> 1
10.10-meter -> 1
10.16-centimeter -> 2
10.2-centimeter -> 10
10.2-kilometer -> 2
10.2-meter -> 8
10.28-centimeter -> 1
10.3-kilometer -> 4
10.3-meter -> 1
10.35-meter -> 1
10.4-centimeter -> 2
10.4-kilometer -> 2
10.4-meter -> 4
10.5-by-12-meter -> 1
10.5-kilometer -> 7
10.5-meter -> 47
10.5-or-better -> 1
10.51-kilometer -> 1
10.6-kilometer -> 3
10.6-meter -> 8
10.6-square-kilometer -> 1
10.60-run-an-over -> 1
10.67-meter -> 2
10.7-kilometer -> 1
10.7-meter -> 12
10.8-kilometer -> 3
10.8-meter -> 11
10.85-kilometer -> 3
10.88-meter -> 1
10.9-centimeter -> 1
10.9-meter -> 1
100,000-barrel-per -> 1
100,000-character -> 1
100,000-cubic-meter -> 3
100,000-customer -> 2
100,000-fiber -> 1
100,000-guilder -> 3
100,000-kiloliter -> 3
100,000-kilometer -> 5
100,000-kroner -> 2
100,000-liter -> 1
100,000-manpower -> 1
100,000-member -> 71
100,000-memberformer -> 1
100,000-officer -> 1
100,000-per-member -> 1
100,000-reader -> 1
100,000-runner -> 1
100,000-seater -> 9
100,000-soldier -> 1
100,000-square-meter -> 18
100,000-subscriber -> 4
100,000-teacher -> 1
100,000-voter -> 2
100-140-seater -> 1
100-best -> 3
100-best-whatever -> 1
100-biggest -> 1
100-billion-kroner -> 2
100-by-100-meter -> 1
100-by-200-centimeter -> 1
100-by-5-meterbetter -> 1
100-by-60-kilometer -> 1
100-centemeter -> 1
100-centimeter -> 12
100-chamber -> 1
100-chapter -> 1
100-character -> 1
100-charter -> 1
100-counter -> 5
100-dancer -> 1
100-dealer -> 1
100-foot-diameter -> 3
100-footer -> 3
100-gamer -> 1
100-guest -> 3
100-horsepower -> 25
100-inch-diameter -> 4
100-kilometer -> 175
100-kilometerlatest -> 1
100-kroner -> 4
100-lapper -> 1
100-largest -> 3
100-lawyer -> 6
100-letter -> 1
100-liter -> 5
100-member -> 568
100-memberformer -> 1
100-meter -> 657
100-meter-by-100-meter -> 1
100-metter -> 1
100-mile-per -> 3
100-miler -> 13
100-milliliter -> 11
100-millimeter -> 12
100-million-cubic-meter -> 2
100-million-guilder -> 1
100-million-kroner -> 1
100-million-member -> 1
100-mter -> 2
100-nanometer -> 9
100-number -> 3
100-odd-member -> 2
100-officer -> 2
100-or-fewer -> 1
100-or-lower -> 1
100-over -> 3
100-passenger -> 60
100-passer -> 1
100-per -> 6
100-percent-observer -> 1
100-percenter -> 1
100-player -> 8
100-plus-member -> 3
100-plus-pound-test -> 1
100-plus-square-kilometer -> 1
100-point-or-greater -> 1
100-pound-test -> 1
100-pounder -> 3
100-power -> 2
100-qualifier -> 1
100-richest -> 1
100-rider -> 2
100-scorching-days-in-the-midwest -> 1
100-seater -> 75
100-server -> 1
100-slaughter -> 1
100-soldier -> 4
100-speaker -> 1
100-square-centimeter -> 1
100-square-kilometer -> 20
100-square-meter -> 36
100-squaremeter -> 1
100-tanker -> 1
100-test -> 12
100-times-faster -> 1
100-to-150-seater -> 1
100-tonner -> 1
100-under -> 1
100-whatever -> 2
100-worker -> 6
100-yarder -> 8
100.368-kilometer -> 1
100.4-kilometer -> 1
100.5-kilometer -> 1
100.5-meter -> 1
100.8-kilometer -> 1
100.9-kilometer -> 1
1000-cubic-centimeter -> 1
1000-kilometer -> 12
1000-kroner -> 1
1000-member -> 4
1000-meter -> 35
1000-square-kilometer -> 1
1000-square-meter -> 2
10000-meter -> 2
1001-horsepower -> 1
1001-kilometer -> 1
100\/200-meter -> 1
100\/liter -> 1
100_meter -> 1
100kg-over -> 1
100km-or-longer -> 1
100meter -> 4
100mph-barrier -> 3
100th-ever -> 1
101,000-member -> 1
101-by-101-centimeter -> 1
101-centimeter -> 2
101-horsepower -> 1
101-kilometer -> 5
101-member -> 60
101-meter -> 1
101-passenger -> 1
101-square-kilometer -> 7
101-test -> 9
101-under -> 2
101-yarder -> 1
101.2-kilometer -> 1
101.5-kilometer -> 1
101.5-meter -> 1
101.6-centimeter -> 1
101.7-kilometer -> 2
102,000-member -> 2
102-by-102-centimeter -> 1
102-centimeter -> 5
102-euro-per -> 1
102-kilometer -> 5
102-member -> 33
102-meter -> 5
102-passenger -> 8
102-player -> 1
102-square-kilometer -> 2
102-square-meter -> 2
102-test -> 6
102.2-kilometer -> 2
102.5-kilometer -> 2
102.657-kilometer -> 1
103,000-kilometer -> 1
103,000-member -> 2
103-horsepower -> 10
103-kilometer -> 3
103-lawyer -> 1
103-member -> 10
103-meter -> 10
103-pounder -> 3
103-test -> 4
103.2-kilometer -> 1
103.2-meter -> 1
103.9-kilometer -> 1
1034.37-square-meter -> 1
104,000-kilometer -> 1
104,000-member -> 1
104,000-officer -> 1
104-kilometer -> 3
104-member -> 22
104-meter -> 4
104-million-kroner -> 1
104-over -> 1
104-passenger -> 5
104-player -> 1
104-pounder -> 1
104-square-kilometer -> 6
104-test -> 3
104.2-kilometer -> 1
104.3-kilometer -> 1
104.4-kilometer -> 1
104.5-kilometer -> 1
1040-meter -> 1
1041-liter -> 1
1044-kilometer -> 1
1046-kilometer -> 2
105,000-member -> 4
105,000-per -> 1
105,000-seater -> 1
105,000-square-meter -> 1
105-centimeter -> 1
105-footer -> 1
105-horsepower -> 5
105-howitzer -> 1
105-kilometer -> 17
105-kilomewter -> 1
105-lawyer -> 1
105-member -> 69
105-meter -> 21
105-mile-per -> 1
105-milimeter -> 4
105-millimeter -> 33
105-officer -> 1
105-over -> 1
105-partner -> 1
105-passenger -> 2
105-player -> 1
105-pounder -> 6
105-seater -> 3
105-square-kilometer -> 1
105-test -> 2
105.3-meter -> 1
105.5-meter -> 1
105.7-kilometer -> 1
105.7-passer -> 1
1050-member -> 1
1050-meter -> 1
1053-member -> 1
106,000-member -> 2
106,000-square-kilometer -> 1
106-by-91-by-38-centimeter -> 1
106-centimeter -> 9
106-chapter -> 1
106-horsepower -> 12
106-kilometer -> 4
106-member -> 26
106-meter -> 14
106-millimeter -> 1
106-passenger -> 1
106-player -> 2
106-pounder -> 4
106-seater -> 2
106-square-kilometer -> 2
106-test -> 1
106.5-kilometer -> 1
106.5-meter -> 4
106.6-centimeter -> 1
106.7-meter -> 1
106.8-meter -> 1
1060-meter -> 2
1062-kilometer -> 1
106th-fastest -> 1
106th-highest -> 1
107,000-kilometer -> 1
107,000-member -> 1
107-by-132-centimeter -> 1
107-by-91-by-38-centimeter -> 1
107-centimeter -> 16
107-character -> 1
107-horsepower -> 2
107-kilometer -> 4
107-member -> 18
107-meter -> 15
107-millimeter -> 22
107-passenger -> 2
107-player -> 1
107-pounder -> 1
107-seater -> 1
107-test -> 6
107.2-kilometer -> 1
107.5-kilometer -> 1
107.7-meter -> 1
1070-meter -> 1
107th-best -> 1
108,000-square-meter -> 4
108-horsepower -> 6
108-kilometer -> 8
108-member -> 93
108-meter -> 19
108-passenger -> 3
108-player -> 2
108-pounder -> 2
108-seater -> 2
108-square-meter -> 4
108-test -> 2
108.135-kilometer -> 1
108.7-kilometer -> 1
108.73-kilometer -> 1
108.732-kilometer -> 1
1084-meter -> 1
108th-toughest -> 1
109,000-member -> 2
109-centimeter -> 4
109-horsepower -> 6
109-kilometer -> 11
109-member -> 34
109-meter -> 5
109-test -> 1
109-yarder -> 1
109.0-meter -> 1
109.2-centimeter -> 1
109.5-meter -> 2
109.81-kilometer -> 1
1099-member -> 1
10\/100-megabit-per -> 1
10k-barrier -> 1
10k-kilometer -> 1
10kilometer -> 1
10per -> 1
10s-or-better -> 1
10smallest -> 1
10th-0largest -> 1
10th-best -> 72
10th-biggest -> 56
10th-busiest -> 5
10th-career -> 1
10th-closest -> 6
10th-fastest -> 37
10th-fewest -> 1
10th-grader -> 47
10th-greatest -> 1
10th-hardest -> 1
10th-heaviest -> 1
10th-highest -> 34
10th-largest -> 250
10th-longest -> 11
10th-lowest -> 1
10th-narrowest -> 1
10th-oldest -> 3
10th-quickest -> 3
10th-richest -> 3
10th-riskiest -> 1
10th-rounder -> 2
10th-sharpest -> 1
10th-stingiest -> 1
10th-toughest -> 2
10th-wealthiest -> 1
10th-wettest -> 1
10th-winningest -> 3
10th-youngest -> 3
10x1.5-kilometer -> 1
10x1.500-meter -> 1
11,000-barrel-per -> 1
11,000-bleacher -> 1
11,000-candlepower -> 1
11,000-character -> 1
11,000-kilometer -> 7
11,000-member -> 62
11,000-runner -> 1
11,000-seater -> 4
11,000-soldier -> 3
11,000-square-kilometer -> 2
11,000-square-meter -> 3
11,000-worker -> 2
11,040-kilometer -> 1
11,045-kilometer -> 1
11,068-square-kilometer -> 3
11,090-kilometer -> 1
11,090.5-kilometer -> 1
11,092-meter -> 1
11,100-member -> 3
11,112-member -> 1
11,200-kilometer -> 7
11,200-kilomter -> 1
11,240-square-meter -> 1
11,260-kilometer -> 2
11,265-kilometer -> 1
11,297-kilometer -> 1
11,300-kilometer -> 6
11,300-member -> 2
11,353-square-meter -> 1
11,355-liter -> 2
11,400-member -> 2
11,400-seater -> 2
11,430-square-meter -> 1
11,452-passenger -> 1
11,468-member -> 1
11,473-member -> 1
11,475-square-kilometer -> 1
11,478-square-meter -> 1
11,500-kilometer -> 1
11,500-member -> 14
11,520-kilometer -> 1
11,550-square-meter -> 1
11,600-kilometer -> 2
11,600-member -> 1
11,600-square-meter -> 3
11,6120-square-meter -> 1
11,700-soldier -> 1
11,700-square-meter -> 1
11,750-kilometer -> 2
11,800-member -> 10
11,810-square-meter -> 1
11,830-kilometer -> 1
11,840-kilometer -> 1
11,900-kilometer -> 4
11,900-member -> 7
11-and-under -> 5
11-answer -> 1
11-batter -> 8
11-best -> 1
11-biggest -> 2
11-by-17-kilometer -> 1
11-by-18-kilometer -> 4
11-cent-per -> 1
11-centimenter -> 1
11-centimeter -> 16
11-centimeter-diameter -> 1
11-cents-per -> 1
11-chapter -> 7
11-character -> 1
11-climber -> 1
11-computer -> 1
11-contest -> 9
11-dancer -> 1
11-diver -> 1
11-flower -> 1
11-foot-diameter -> 2
11-footer -> 9
11-gamer -> 1
11-games-over -> 1
11-handicapper -> 1
11-hitter -> 1
11-homer -> 3
11-inch-diameter -> 1
11-incher -> 1
11-kilometer -> 84
11-lapper -> 1
11-largest -> 3
11-lawyer -> 2
11-layer -> 3
11-letter -> 3
11-liter -> 1
11-mamber -> 1
11-member -> 780
11-memberlatest -> 1
11-memeber -> 3
11-meter -> 126
11-meter-diameter -> 1
11-meters-in-diameter -> 1
11-millimeter -> 1
11-million-member -> 4
11-number -> 1
11-over -> 101
11-paper -> 1
11-parameter -> 2
11-passenger -> 6
11-per -> 1
11-pitcher -> 1
11-player -> 44
11-plotter -> 1
11-pointer -> 2
11-pounder -> 5
11-quarter -> 1
11-rider -> 2
11-runner -> 1
11-seater -> 2
11-skiier -> 1
11-speaker -> 14
11-square-kilometer -> 2
11-square-meter -> 4
11-test -> 6
11-theater -> 1
11-to-15-member -> 1
11-tower -> 1
11-under -> 427
11-yarder -> 6
11-year-daughter -> 1
11-year-stepdaughter -> 1
11-years-later -> 1
11.-meter -> 1
11.1-kilometer -> 3
11.1-meter -> 1
11.14-kilometer -> 1
11.2-kilometer -> 4
11.2-meter -> 3
11.24-kilometer -> 1
11.26-kilometer -> 2
11.28-meter -> 1
11.3-centimeter -> 1
11.3-kilometer -> 2
11.3-meter -> 3
11.307-kilometer -> 8
11.4-centimeter -> 2
11.4-kilometer -> 11
11.4-meter -> 6
11.4-millimeter -> 1
11.4-pounder -> 1
11.43-kilometer -> 1
11.5-footer -> 1
11.5-kilometer -> 6
11.5-liter -> 1
11.5-meter -> 19
11.5-square-kilometer -> 1
11.5-square-meter -> 1
11.58-meter -> 1
